Source,Target,Type,Weight,Timeset
0xf8a3db410668e79e1179fd54dfec9e78269694c0,0xc9edd5502ee4a862415002a67e09604595da5048,Directed,109.275506738,2021-07-22T20:32:32
0x7aed66f7729ede5e750d6aa4b267c6adaaf5e44d,0xffa9ec7cae97804afedcc6cfce00297cd927c66b,Directed,121.417229709,2021-07-22T20:32:32
0x0a2d58e423ba3beadcef9b14b684f52e23aba71e,0x290420874bf65691b98b67d042c06bbc31f85f11,Directed,119.393609214,2021-07-22T20:32:41
0x33c2656b7b33461f346f697d998d89a110eb42ef,0xc749f5d466fc43366533b0f4cb8c4ac3d6c68a5a,Directed,105.228265748,2021-07-22T20:32:41
0x660a0fba384bbad1b6987f81367ec4189ab0249a,0x3141f76ef4c7709d978a27b38f2971751f88cf0f,Directed,107.251886243,2021-07-22T20:33:02
0x343f43f69b26f44cfc1206e5b11bc0bfb3a1188a,0xa848e0a67ddbe7c3d62c578cc1a6873af140dfd7,Directed,111.299127234,2021-07-22T20:33:02
0xfd77a953f1e829823d29a7bd40571b5ae6e6ce67,0x20335c504a4f0d8db934e9f77a67b55e6ae8e1e1,Directed,113.322747729,2021-07-22T20:33:02
0x76b1f80d532c7496a95e8b4714df239e29922302,0x20335c504a4f0d8db934e9f77a67b55e6ae8e1e1,Directed,111.299127234,2021-07-22T20:33:02
0x660a0fba384bbad1b6987f81367ec4189ab0249a,0x3458fd8f327f270b32092cd406ed8ba97405d9f5,Directed,111.299127234,2021-07-22T20:33:02
0x7675291453daf025cef152bef7296d4ef9d72514,0xf1ad7f66f1050d0e55967c4c4c2aa0fcc3197d6c,Directed,116.358178471,2021-07-22T20:33:06
0x5b87316faad8eb2e73b9d617cbe26a5effee82a6,0xcf135f02ff1b63090c23d1ae4c46b216185f9d55,Directed,109.275506738,2021-07-22T20:33:06
0xfd77a953f1e829823d29a7bd40571b5ae6e6ce67,0x20335c504a4f0d8db934e9f77a67b55e6ae8e1e1,Directed,117.369988719,2021-07-22T20:33:06
0x7177cc2afee84a02ede8aed6a682558e2c1cf7ac,0xa4bfa0cdc6bbe03bb90f8be6b80f0fed46271a4c,Directed,109.275506738,2021-07-22T20:33:17
0x308bff328370fc4a9683ab9fcd79a21be6dc5ee4,0xc77eb7f172ce0e1f1d54ec33f7d15ca9f71af6dd,Directed,119.393609214,2021-07-22T20:33:28
0x09549ce242146a2407bbb66b979d64692563bf35,0xb85f46a2a0cf8f73cea8ac8542f04b74c04ef969,Directed,107.251886243,2021-07-22T20:33:28
